,ocid,id,bids/details/0/id,bids/details/0/date,bids/details/0/status,bids/details/0/value/amount,bids/details/0/value/currency,bids/details/4/id,bids/details/4/date,bids/details/4/status,bids/details/4/value/amount,bids/details/4/value/currency,bids/details/5/id,bids/details/5/date,bids/details/5/status,bids/details/5/value/amount,bids/details/5/value/currency,bids/details/6/id,bids/details/6/date,bids/details/6/status,bids/details/6/value/amount,bids/details/6/value/currency,bids/details/7/id,bids/details/7/date,bids/details/7/status,bids/details/7/value/amount,bids/details/7/value/currency,bids/details/8/id,bids/details/8/date,bids/details/8/status,bids/details/8/value/amount,bids/details/8/value/currency,bids/details/9/id,bids/details/9/date,bids/details/9/status,bids/details/9/value/amount,bids/details/9/value/currency,bids/details/10/id,bids/details/10/date,bids/details/10/status,bids/details/10/value/amount,bids/details/10/value/currency,bids/details/11/id,bids/details/11/date,bids/details/11/status,bids/details/11/value/amount,bids/details/11/value/currency,bids/details/12/id,bids/details/12/date,bids/details/12/status,bids/details/12/value/amount,bids/details/12/value/currency,bids/details/13/id,bids/details/13/date,bids/details/13/status,bids/details/13/value/amount,bids/details/13/value/currency
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`
