,ocid,id,contracts/0/id,contracts/0/documents/0/id,contracts/0/documents/0/documentType,contracts/0/documents/0/title,contracts/0/documents/0/description,contracts/0/documents/0/url,contracts/0/documents/0/pageStart,contracts/0/documents/0/pageEnd,contracts/0/documents/0/datePublished,contracts/0/documents/0/dateModified,contracts/0/documents/0/format,contracts/0/documents/0/language,contracts/0/documents/0/accessDetails,contracts/0/documents/0/author,contracts/4/id,contracts/4/documents/4/id,contracts/4/documents/4/documentType,contracts/4/documents/4/title,contracts/4/documents/4/description,contracts/4/documents/4/url,contracts/4/documents/4/pageStart,contracts/4/documents/4/pageEnd,contracts/4/documents/4/datePublished,contracts/4/documents/4/dateModified,contracts/4/documents/4/format,contracts/4/documents/4/language,contracts/4/documents/4/accessDetails,contracts/4/documents/4/author,contracts/5/id,contracts/5/documents/5/id,contracts/5/documents/5/documentType,contracts/5/documents/5/title,contracts/5/documents/5/description,contracts/5/documents/5/url,contracts/5/documents/5/pageStart,contracts/5/documents/5/pageEnd,contracts/5/documents/5/datePublished,contracts/5/documents/5/dateModified,contracts/5/documents/5/format,contracts/5/documents/5/language,contracts/5/documents/5/accessDetails,contracts/5/documents/5/author,contracts/6/id,contracts/6/documents/6/id,contracts/6/documents/6/documentType,contracts/6/documents/6/title,contracts/6/documents/6/description,contracts/6/documents/6/url,contracts/6/documents/6/pageStart,contracts/6/documents/6/pageEnd,contracts/6/documents/6/datePublished,contracts/6/documents/6/dateModified,contracts/6/documents/6/format,contracts/6/documents/6/language,contracts/6/documents/6/accessDetails,contracts/6/documents/6/author,contracts/7/id,contracts/7/documents/7/id,contracts/7/documents/7/documentType,contracts/7/documents/7/title,contracts/7/documents/7/description,contracts/7/documents/7/url,contracts/7/documents/7/pageStart,contracts/7/documents/7/pageEnd,contracts/7/documents/7/datePublished,contracts/7/documents/7/dateModified,contracts/7/documents/7/format,contracts/7/documents/7/language,contracts/7/documents/7/accessDetails,contracts/7/documents/7/author,contracts/8/id,contracts/8/documents/8/id,contracts/8/documents/8/documentType,contracts/8/documents/8/title,contracts/8/documents/8/description,contracts/8/documents/8/url,contracts/8/documents/8/pageStart,contracts/8/documents/8/pageEnd,contracts/8/documents/8/datePublished,contracts/8/documents/8/dateModified,contracts/8/documents/8/format,contracts/8/documents/8/language,contracts/8/documents/8/accessDetails,contracts/8/documents/8/author
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contractArrangements,,,,,,,,,,,
